Texto,Etiquetado
Reprogramación ??,Negativo
Formalícenlo!!,Negativo
"Es imposible leer, redactar, ensayar, practicar y todo tipo de acción académica para salvar los estudios bajo este contexto tan lamentable. SUSPENDAN O REPROGRAMEN las clases por favor, el Perú está de luto y nos necesita concentrados en él al 100%.",Negativo
SUSPENDAN LAS CLASESSSSSSSS,Negativo
"El día de ayer nuestros compañeros salieron a ejercer su legítimo derecho a la protesta y no regresaron a casa. Lamentamos profundamente su pérdida y nos solidarizamos con sus familias y con toda la población que exige justicia en este contexto de represión social y conflicto político.  Invoco a las autoridades de nuestra casa de estudios a solidarizarse también con nosotros. Hemos vivido una semana llena de incertidumbre que nos mantuvo atentos a la información, y demandó de nosotros alzar la voz para defender a nuestra patria. En este sentido, desenvolver nuestras responsabilidades con normalidad ha sido imposible. Esperamos que se pueda hacer una pausa en el desarrollo del ciclo académico para que los estudiantes podamos seguir siendo parte de la historia. Cuando todo esto pase retornaremos al estudio, esperemos que con una realidad muy diferente, y dispuestos a desempeñar nuestra labor de estudiantes, para concentrar nuevamente nuestros esfuerzos en construir un país diferente. Muchas gracias.",Negativo
Suspensión de clases o Paro de estudiantes,Negativo
@dano263 yala,Positivo
@swanne.9 lee los comentarios,Neutro
PAIS DE LUTO,Positivo
??,Neutro
¡Suspensión de clases! ?????,Negativo
Que los abogados investiguen a los involucrados de las muertes y heridos! Que la profesión sea luz en estos momentos!!,Negativo
ESTAMOS DE LUTO! POR UNOS DÍAS NO SE VAN A MORIR SUSPEDAN LAS CLASES!!!,Negativo
"Que no nos digan que las marchas son en vano. Que alzar nuestra voz con nuestros propios medios no suma. Que no nos digan que somos minoría. No fue por Vizcarra. No fue por un partido político. No somos Movadef. Nosomos sendero luminoso, No somos terrucos amateur como se nos llamó por redes sociales. Somos todos ??????",Negativo
Se deberían suspender las clases y entregas esta semana como muestra de solidaridad y empatía. #una_nota_serecupera_una_vida_no,Negativo
??,Positivo
@nicolediana.00,Neutro
Así es,Positivo
Reprogramen las clases!! ????,Negativo
"Solo una semana por favor, re programación del calendario",Negativo
??,Neutro
Cómo encontramos a los que aún no aparecen? Qué podemos hacer?,Positivo
"No olvidamos el alza de tus boletas, el nuevo reglamento único, el encubrimiento de los casos de acoso!",Negativo
Qñ,Neutro
J,Neutro
????????????????????????????????,Positivo
"Somos egresados de la PUCP, nuestros principios lo fortalecimos en nuestra casa de estudios, saludamos la fortaleza de los estudiantes y egresados , que hacen llegar su voz de protesta a estos ""políticos"" arcaicos, estamos muy tristes y a la vez molestos que se pierdan vidas y se atente la integridad de la juventud, nuestra solidaridad y compromiso por siempre",Positivo
Te quiero pucp,Positivo
??,Neutro
@upao_peru,Neutro
@upao_peru,Neutro
@upao_peru ??,Positivo
Igualmente haremos protesta por la mala práctica que realizan el área de ciencias sobre prácticas y exámenes virtuales que perjudican al alumno cuando hay temas que ni explican bien.,Negativo
????????,Neutro
??????????????,Neutro
????????,Neutro
Y todo el Perú está de luto. Gloria y Honor para los 02 jóvenes héroes de la democracia.,Positivo
Algo bueno tenias que hacer universidad de mierda!,Negativo
Al menos algo bueno hiciste,Negativo
Al menos algo bueno hiciste,Negativo
??,Positivo
????,Neutro
????????,Positivo
"Lo que necesita el Perú es más educación y suspenden 1 semana de clases... pero eso si, no devuelven o dejan de cobrar esa semana que no van a enseñar a los alumnos... vivazos ellos.",Negativo
"AYÚDENNOS, EXIGIMOS LA SUSPENSIÓN DE CLASES UNA SEMANA, SE PUEDE RECUPERAR AUMENTAR UNA DEMSNA MÁS AL FINAL DE CICLO, ESTAMOS EN CRISIS POLÍTICA PORFAVOR",Negativo
"AÚN EXISTEN DESAPARECIDOS DE LA PUCP, PEDIMOS LA SUSPENSIÓN DE 1 SEMANA POR EL BIENESTAR DE LA COMUNIDAD",Negativo
"Aún hay desaparecidos de la universidad, así no se pueden dar clases! Suspensión por 1 semana",Negativo
Suspendan las clases por favor,Negativo
Reprogramación del calendario académico por favor,Negativo
Espero que así de amables se muestren cuando sus alumnos protesten contra ustedes y no vuelvan abrir las puertas de la universidad para que pasen los buses.,Negativo
@isil_pe para cuándo,Negativo
"Suspendan las clases y entregas, tenemos que dar todo por nuestro país.",Negativo
"Es insostenible estudiar ahora, solicitamos la suspensión de clases por la siguiente semana.",Negativo
"Suspendan clases esta semana, es demasiado",Negativo
Suspendan las clases por favor,Negativo
Suspendan las clasesssssssssss,Negativo
"Paro estudiantil! , no se puede voltear la cara a la coyuntura de nuestro país!",Negativo
Ya pero exigimos la suspensión de clases por lo menos una semana,Negativo
@ximena_anicama @pucp @fepuc.pe,Neutro
"¿En qué momento se pronuncian? En qué momento vemos tomar acción acerca de las prácticas o temas de la universidad, en las cuales los alumnos no pueden concentrarse debido a la situación crítica del país. NECESITAMOS EL RESPALDO DE NUESTRA PROPIA UNIVERSIDAD.",Negativo
"@danielasilva207 calla vago , estudia nomas",Negativo
"Por favor suspendan por lo menos las evaluaciones de esta semana, tenemos que salir!!!!",Negativo
Reprogramen el horario de clases por favor !!!!,Negativo
????,Neutro
??????,Neutro
"POR FAVOR SUSPENDAN LAS CLASES, TODO ESTO ES DEMASIADO",Negativo
Demuestren que están de luto considerando el dolor de los estudiantes y que no tenemos cabeza para temas académicos. SUSPENDAN LAS CLASES 1 SEMANA,Negativo
??,Negativo
"La situación es muy crítica por favor necesitamos apoyar a nuestros hermanos que han estado luchando estos días y no nos fue posible por practicas o tareas, SOLO LES PEDIMOS UNA SEMANA DE PLAZO PARA PODER APOYAR ESTA CRISIS, QUE ES TAN IMPORTANTE COMO EL ESTUDIO, YA QUE NOS GENERA HUMANIDAD Y CARACTER",Negativo
"El cuerpo estudiantil necesita salir a las calles, pedimos la reprogramacion académica. No ignoren los alumnos desaparecidos y heridos de nuestra comunidad PUCP",Negativo
SUSPENDAN CLASE,Negativo
Suspendan clases!!! ??,Negativo
#carolinalizarragano,Neutro
Y que harán al respecto???,Negativo
"POR LO MENOS UNA SEMANA DENNOS PARA PODER SERVIR A NUESTRA PATRIA, ESTO CONTINÚA",Negativo
"Esperemos no le vuelvan a dar chamba a D'Alessio, o aun queremos seguir siendo fuertes para hablar y tibios para actuar?",Negativo
??,Neutro
"Suspendan las clases, en estos momentos todos debemos salir a las calles y manifestarnos ????",Negativo
"Al fin, un poco de humanidad carajo!!! La educación, es un derecho dejen de pensar Q SOMOS UNA ÉLITE... como me dijeron cuando estudie Derecho allí. No somos mejor que nadie, pero y menos si no t importa el otro",Neutro
Pronunciense.,Negativo
"Suspenden las clases toda esta semana que viene. Debemos salir a las calles a apoyar. ""Llamamos una huelga estudiantil""
 A modo de protestas y solidaridad llamamos a una huelga estudiantil a todxs nuestrxs compañerxs.
Es insostenible realizar trabajos y atender a las clases mientras nos asesinan.
Por un presente y futuro mejor. @pucp escúchanos.",Negativo
Merino no va a entender este pronunciamiento ??,Neutro
Cancelen las clases no sean tibios ps,Negativo
Suspendan las clases,Negativo
@usil  tu silencio es cómplice.,Negativo
"Nuestra indignación y frustración hace que sea imposible concentrarnos en las clases, trabajos/ entregas. Por favor, suspendan o reprogramen las clases. Sean empáticos con nosotros, universidad humanista.",Negativo
????,Neutro
Deberían de suspender las clases virtuales para poder ir a la marcha ??,Negativo
??,Neutro
Suspensión de clases!,Negativo
"??ENCUESTA FCI??
https://forms.gle/V53BrvSxxcYZETuj9",Neutro
"Suspendan las clases y entregas, hacer trabajos es imposible en estos momentos!",Negativo
Suspendan las clases,Negativo
"Suspendan las clases de esta semana, nuestro País está sufriendo. Y no sean solo pantalla.",Negativo
SUSPENDAN LAS CLASES. NECESITAMOS PROTESTAR ¡!,Negativo
"Suspendan las clases, no podemos ni dormir! @pucp",Negativo
@renzo_flores_v2002 ellos estuvieron apoyando compartiendo información,Positivo
@renzo_flores_v2002 desde el inicio amigo!,Positivo
@renzo_flores_v2002 sí se pronunciaron antes,Positivo
@renzo_flores_v2002 siempre,Positivo
Ahí sí no PUCP?,Negativo
@kazumi_oble_2206 ??????,Neutro
@lea_mayorga31 ??????,Neutro
Grande PUCP????,Positivo
@rencarb11 @estefanybaca_ @kace_sophia16 @camilaluciana4559,Neutro
"@suarezm06 calla vaga , valla a estudiar",Negativo
"@forilucky No me callo nada. Han matado a dos personas, varios están heridos y desaparecidos, que a ti no te afecte ya dice mucho de tu persona",Negativo
@suarezm06 encima nos manda a estudiar alguien que escribe “valla”. JAJAJA creo que la que debe ir a estudiar es otra persona ????,Negativo
Si por favor!!,Positivo
@suarezm06 es insostenible seguir. ????,Negativo
@suarezm06 y estudiar hasta la primera semana de enero del 2021?,Negativo
@marysteps15  en serio eso te preocupa?,Negativo
@suarezm06 ??? estoy consultando,Neutro
"@marysteps15 Bien, me parece que los exámenes finales son una semana antes de la semana de navidad, si se suspenden las clases de está semana sólo corre una semana más en el calendario, no estudiariamos hasta enero.",Neutro
@suarezm06 xD los de la mayoría de universidades están pidiendo ello,Neutro
"Suspendan las clases de está semana, no podemos más",Negativo
"Grande PUCP, qué orgullo de mi Universidad ????",Positivo
"No podemos concentrarnos asi, suspendan las clases por favor.",Negativo
@matheuzzmota pero hoy es domingo!!!!!,Neutro
@mariafe_bracamonte las clases del MBA,Neutro
Suspendan las clases de hoy!!,Negativo
????,Neutro
"Así es, todo el Perú está de luto ??",Positivo
??,Neutro
:(,Neutro
@nayely.mamani.01,Neutro
La juventud del Perú está de luto ??,Neutro
@angeldorian_12 @pucp @fepuc.pe escúchanos ??????,Negativo
@angeldorian_12 concuerdo!,Positivo
"@angeldorian_12ASI ES, hay varios desaparecidos",Positivo
@angeldorian_12 Apoyo completamente! ??,Positivo
@pucp @fepuc.pe,Neutro
Suspendan clases. Tenemos que salir todos a la calle!,Negativo
??,Neutro
???????? Es muy doloroso,Negativo
"Entiendo que no se deberían suspender las clases, pero por favor den mas facilidades para que los alumnos puedan desempeñarse mejor durante esta crisis ??",Negativo
Suspendan las clases por esta semana,Negativo
"@alexandrajusto DÍA HISTÓRICO PARA TODO EL PERÚ, HAGAN ALGOOOOO",Negativo
"@alexandrajusto DÍA HISTÓRICO PARA TODO EL PERÚ, HAGAN ALGOOOOO",Negativo
SUSPENSIÓN O REPROGRAMACIÓN DEL CALENDARIO ACADÉMICO!,Negativo
SUSPENDAN LAS CLASES!!!,Negativo
Suspendan las clase @cfee.gg.ll @eeggllpucp @pucp,Negativo
POR FAVOR SUSPENDAN LAS CLASES,Negativo
"@pucp SUSPENDAN LAS CLASES, POR FAVOR!! AYUDENN A SUS ESTUDIANTES",Negativo
"Estamos de luto, exigimos la suspensión de las clases por 1 semana, en memoria a nuestros compañeros asesinados, heridos y desaparecidos. No podemos más, pudimos ser cualquiera de nosotros, pudo ser cualquier alumno pucp",Negativo
Programación de año académico !!!!,Negativo
El Perú está de luto!!!,Positivo
"Suspendan las  actividades de esta semana, no somos vagos señores! Sentimos lo que vive el país, nos duele el corazón, estamos luchando por nuestra patria, ningún estudiante saldrá bien en las evaluaciones de la semana.",Negativo
déjennos descansar si quiera un par de días y poder ponernos al día porque con toda esta carga nadie ha podido concentrarse como se debe,Negativo
Suspensión o re programación de las clases!!,Negativo
Suspendan las clases,Negativo
"SUSPENDAN LAS CLASES, NO ES POSIBLE QUE TENGAMOS UNA SEMANA DE PRÁCTICAS CUANDO PASA TODO ESTO, NO TENEMOS CABEZA!",Negativo
@usil,Neutro
Tmre,Negativo
@usmp_oficial Aprende,Negativo
@upcedu aprende.,Negativo
????????,Positivo
@pucp PUCP ????,Positivo
@vale_st0201 :00000,Neutro
@confesionesupc_oficial,Neutro
@ulimaoficial,Neutro
"Lo más justo y respetuoso para esta nueva generación ,nos está demostrado cada día que pasa lo tanto amor tienen a su patria",Positivo
??,Neutro
??????,Positivo
@instituto_adex ?!!,Neutro
Gracias PUCP!!!,Positivo
@isil_pe,Neutro
@miluska.damacen,Neutro
Y CEC también ?,Neutro
Idiomas catolica también ?,Positivo
??????,Positivo
@ulimaoficial,Neutro
@ulimaoficial,Neutro
"No tengo ninguna relación con la PUCP, pero gracias por los servicios prestados! Son un ejemplo de universidad en estos tiempos difíciles ??????",Positivo
@mariafe_chumbiauca24,Neutro
@toulouselautrecperu,Neutro
Ya era hora! Los chicos están  agotados! ??,Negativo
"Bravo??...Ellos sembraron la Semilla del Cambio ,de la Presencia del Estudiante en la realidad de nuestro Perú. . .*Dios los tenga en su Gloria*.??????",Positivo
??????,Positivo
@ucatolicadesantamaria,Neutro
@ubausate No por un día ??,Negativo
ORGULLOSO A MÁS NO PODER!!! ??????,Positivo
"QEPD Y DDG, las ALMITAS de los estudiantes universitarios fallecidos??.",Neutro
??????,Positivo
??????,Positivo
Grande PUCP,Positivo
??,Positivo
@ulimaoficial,Neutro
@maryluzlopezy tu univ no es la única??,Positivo
La PUCP actuando siempre tan consecuente ??,Positivo
"Muy bien estamos de luto por los dos jóvenes, pregunto será re programado las clases?,",Negativo
@l.l.l_l_l y losncuatro muertos posteriores?jajjaa ridicula,Negativo
Por eso me encantan ?? Esto es educación.,Positivo
"Mas que lutos, hagamos algo grande desde nuestras posiciones para que esto no se repita. Empezá do por un mea culpa... Que no enseñamos a los niños para tener estos adultos en  el congreso.",Negativo
Pero seguiran cobrandole al alumnado,Negativo
@upcedu,Neutro
??????????????,Positivo
??????????????????,Positivo
La reflexión y pensamiento del país se inicia en casa y el colegio toda la etapa que allí concurre el estudiante.,Neutro
Gracias por las vacaciones jajaja aprovecharé para ir de viaje,Positivo
??,Positivo
@ulimaoficial,Neutro
"Son conscientes incitadores, directos, que lo llevaron a un camino sin retorno",Neutro
???????,Positivo
@sofia_mujica_pardo para que no digas mucho texto,Negativo
????????,Positivo
@upn,Neutro
gracias,Positivo
@ulimaoficial,Neutro
?? ????,Positivo
"Algún comentario sobre su personal y profesor PIERRE FOY VALENCIA , sobre su desatinado comentario hacia LOS ASESINATOS DE LOS JOVENES EN LA MARCHA",Negativo
@upcedu ojalá ustedes aprendieran a pensar en sus estudiantes también.,Negativo
@upn,Neutro
@marceloft15 la ulima pa cuando,Negativo
???????,Positivo
Orgullosa por el apoyo de la PUCP ??,Positivo
@ulimaoficial,Neutro
??,Neutro
??????,Positivo
@erikomar_rojas sociega tu alma y ora al padre como lo estamos haciendo en diferentes partes del mundo por Perú y toda la tierra. ????,Neutro
"????????A seguir protestando ahora para:
-MERINO y CÓMPLICES sean llevados a los TRIBUNALES ahora mismo ..!!
-Se pronuncie el TRIBUNAL CONSTITUCIONAL sobre la VACANCIA.
- EL CONGRESO elimine ya la INMUNIDAD PARLAMENTARIA...!!!",Negativo
????,Positivo
@usmp_oficial que esperas??? @fcarrhh_usmp  que esperan!!???,Negativo
que bueno,Positivo
PUCP ??,Positivo
@ulimaoficial  @ulimaoficial,Neutro
@upcedu  aprendan!,Negativo
??pucp,Positivo
@___mariagrazia :o,Neutro
@abelfap7,Neutro
@amaliaveliz1999 sí,Neutro
Es cierto?,Positivo
????????????????????,Positivo
qué gran ejemplo!!,Positivo
@upcedu @generacion_upc,Neutro
@generacion_upc aprendan,Negativo
"Aplaudo a una casa de estudios como ustedes , mis respetos.",Positivo
??,Neutro
Muy bien hecho felicitaciones,Positivo
@jhon_gs5,Neutro
??,Neutro
Orgullo mi PUCP ??,Positivo
Esto recién empieza. ¡Gracias PUCP!,Positivo
@usatenlinea que opinan?,Negativo
@danielli1298 x1299303298282,Neutro
"@danielli1298 también hay luto por una semana en Idiomas Católica, ya salió en su página oficial y posiblemente te hayan mandado un correo al respecto.",Positivo
@miguel.hs sisi gracias!,Positivo
Y ¿qué pasa con Idiomas Católica?,Negativo
"???????????? Que orgullo @pucp aunque no soy parte de la casa de estudios, me llena de alegría que una universidad tan reconocida, tenga una postura clara y brinde facilidades, y opciones a sus estudiantes.",Positivo
@universidadutp,Neutro
@valharumy :),Neutro
Gracias??????????,Positivo
"Orgullosa de mi alma mater, aprende @upcedu así se escribe, no hay tiempo para tibiezas",Positivo
????,Positivo
Gracias PUCP. Hay muchísimos compañeros nuestros que se encuentran marchando. Estos días han sido muy preocupantes para todos. ??,Positivo
"Gracias Pucp,todas las universidades, institutos y escuela de educación superior de nuestro país deberían seguir este ejemplo. @upcedu @isil_pe @toulouselautrecperu @ulimaoficial @usmp_oficial @escueladebellasartesperu Gracias a los alcances de la virtualidad cualquier cronograma académico puede reacomodarse sin mayores contratiempos. Ahora todos, sin excepción, debemos estar atentos y vigilantes ante lo que sucede en nuestro país.",Positivo
Siempre orgullosa de ser PUCP??,Positivo
@sumedinadz x2,Neutro
"@sumedinadz se va a aplazar las clases a la siguiente semana, en otras palabras: vas a seguir teniendo la misma cantidad de horas de clase solo que va a terminar el ciclo una semana después de lo programado.",Neutro
@pucp en vista de la suspensión académica de una semana asumo que harán el respectivo descuento en la boleta.,Negativo
@tereeesm,Neutro
@jyeny.rs ????,Positivo
Gracias. Es un respiro a mi salud emocional,Positivo
@jdraffom,Neutro
Gracias ??,Positivo
@upcedu,Neutro
@kasandra_suset gracias,Neutro
@sergiovelardesarco,Neutro
??????????????????,Positivo
@nepthys.raine,Neutro
??????,Positivo
Que orgullo mi PUCP ??,Positivo
#GinoCostaPresidente,Neutro
MI PUCP ????,Positivo
@escuece_maca exacto ...es lo mínimo vque hará el PUCP...,Negativo
@escuece_maca que!!!!! Que los boten!!,Negativo
Los han suspendido mientras dura su proceso disciplinario,Negativo
¿Y sacará a sus docentes que se han burlado de los muertos y la marcha?,Negativo
??,Neutro
@ucontinental,Neutro
????????,Neutro
??,Neutro
@lawes018,Neutro
Y las pensiones para cuándo?,Negativo
?,Positivo
Grande PUCP!!!????,Positivo
@rommeleduardotineoromero,Neutro
Una pregunta crentrum no es parte de la Pucp? Porque no aparece .. o son dos cosas diferentes? Empezamos x a casa verdad? Reconocer a otras entidades que son parte de la Pucp ??,Positivo
??????????,Positivo
campus?? qué es eso? nunca fui,Neutro
@sammanthalozano  ciencias ??,Positivo
????,Neutro
????,Neutro
@mariano7r10 claro tú sabes,Positivo
@da_niel202 primer día clases vamos B),Positivo
@itabyuls cierto :(,Positivo
Faltaron mostrar las  canchas deportivas,Negativo
Si es que volvemos,Negativo
"No me duele....me quema,  me lastima JPEG. ??????????",Negativo
Deberían aprovechar de fumigar y quitar esa plaga de los árboles ??,Negativo
"PUCP la universidad que me cambio la vida y me hizo ser la mujer que soy hoy día, que me dio el privilegio de educar en este mundo a 3 verdaderos seres humanos, los más conscientes de tomar las mejores decisiones y de levantarse más alto si se caen. Jamás me imaginé que ellos continuarían dando servicio a la comunidad (aunque ya no interesen contar cuantas horas acumulan), los más honestos y trabajadores, que saben que nunca se acaba de aprender, que uno no tiene porque sentirse menos de tener que pedir perdón, que las reglas son para ser cumplidas, que la puntualidad es respetar a las personas con quienes acordaste estar, que todo empieza con saber que todo lo que hagas o digas tiene una consecuencia y eso no se llama castigo .",Positivo
??,Positivo
Una buena universidad ?? y súper exigente.,Positivo
@mateonovoadelmastro @fernandodiazmejia  @tuestap,Neutro
@bryangnr f :(,Neutro
????,Positivo
@yaride.cuba lloro,Positivo
@yaride.cuba ????,Neutro
@analulu_19 @flaviadiazf @coraly_escobar ??,Neutro
@luciasaldivarrr si tú solo has entrado pal examen de admisión,Neutro
@brunovarass ??????,Neutro
@brunovarass bro ??,Neutro
Amo deprimirme en los baños ????,Positivo
@kajimajosweet1.7 ya volveremos????,Positivo
@yamilet_huamani ?? ??,Positivo
Oh mi PUCP! ?? Cuánto la extraño...cuánta falta me hace la Biblioteca ??,Positivo
PAREDÓN!!! ????,Positivo
@marielvillanuevae se extraña la U. ??????,Positivo
@rosse.cm19 @kevintullume :(,Neutro
@lizethoyos12 universidad que hasta ahora no piso ?? ay amiga me bajonee,Positivo
@adrisalivela??????,Positivo
@claureyes244 también pastitos de arqui y nuestras bajonas en el kiosko de letras/sociales ??,Positivo
@carolynenk comedor central ?? puerta de rivaguero ??,Positivo
@claureyes244 ya basta ??,Positivo
@carolynenk lloremos por las maquinas de café y las dispensadoras de derecho ??,Positivo
??????,Positivo
@asdruemece super sad:(,Positivo
"@samuel.melendez._ jamear en central, estudiar en cia pipipipi",Positivo
@samuel.melendez._ oe tmr :(,Negativo
Mi rincón cerca de la hemeroteca,Positivo
:((,Neutro
@goldentumi19 ??????,Neutro
@goldentumi19 ??????,Neutro
@karla_amp ??,Neutro
@karla_amp Ayyyyyy que lindo nuestro campus,Positivo
@johana.amorosr @jahirah12 @claudia.rozu19 @kateab07 @danifernandezm_ ??????,Neutro
@johana.amorosr @jahirah12 @claudia.rozu19 @kateab07 @danifernandezm_ ??????,Neutro
@vale.1.v ??,Neutro
??,Neutro
Solo estuve un semestre 2019-2 y ahora estoy a poco a de pasar a facultad ??,Positivo
Biblioteca de sociales contigo @elizabeth.rq ????,Positivo
Biblioteca de sociales contigo @elizabeth.rq ????,Positivo
Gratos recuerdos de haber  laborado en la pucp. Facultad de arte (2013) modelo de arte.,Positivo
@guille_obregon_ @aastt97 @nicolas.acosta,Neutro
"Me sentaría a comer una salchipapa en el tinkuy con mi niña, disfrutando el momento, mientras agradezco a Dios por permitir q mis hijos estudien ahí.",Positivo
"Me sentaría a comer una salchipapa en el tinkuy con mi niña, disfrutando el momento, mientras agradezco a Dios por permitir q mis hijos estudien ahí.",Positivo
@aastt97 @guille_obregon_  fuimos ??,Neutro
@wesleyrclomer ya no volveremos a ver la u creo ??,Positivo
El comedor de ley ??,Positivo
El comedor de ley ??,Positivo
Voy a llorar ????????,Positivo
@carla.fv cuando comías juntas ??,Positivo
@kiara_kc ??,Neutro
Ni bien volvería me gustaría ir por los parques y ver los atardeceres .. luego irme a bailar a DUP??,Positivo
Quiero volver ver los jardines de macgregor y educa :c,Positivo
@jjreyes123 ojalá volvamos a poder entrar de nuevo al campus algun dia ????,Positivo
@juanploayza mano gestión :c,Neutro
@alissonsantillanr ????,Neutro
Buenas épocas caray!,Positivo
??,Positivo
Es bellisimo ??,Positivo
??,Neutro
Te extraño más que nunca y no sé qué hacer :(,Positivo
aw ??,Positivo
@nanichavez_ ????,Neutro
@ericksberru ??,Positivo
Teztraño,Positivo
Throwback :',Positivo
Casi me pongo a llorar viendo las fotos ??,Positivo
Que buena cámara tiene Dan Guillermo ??,Positivo
Ow,Positivo
Comedor central ????,Positivo
??????,Neutro
@avilcap ya toca,Positivo
Una excursión por un sin parar centro líquido de fresa en más tiempo del que tenemos @pepperman__ SIONO?,Positivo
"Mi caminito, mis arboles... ??",Positivo
Catito ??,Positivo
evalúen la semipresencialidad para los laboratorios!! ????,Negativo
@gabrielaoblitasb19 ???? ver esto me puso sad... quisiera estar ahi al menos 5 mins x.x,Positivo
La naturaleza siempre prevalece ????,Positivo
Mira @whathappenedwithmatias ??,Neutro
Como se extraña la Cato??,Positivo
Estaría bueno una visita guiada para los kchimbos covid v:,Neutro
Te extraño stansa??,Positivo
"¿El primer lugar que visitaré? El CEO, naturalmente y las bibliotecas!!",Positivo
"@la_pluie_tombe que sad xd, ya quiero volver al campus :'v",Positivo
PUCP??,Positivo
??,Neutro
"?? extraño la biblioteca, el tinkuy, el tontodromo los fines de semana con menos gente y aunque ya llevo un tiempo de egresada, la universidad siempre era un lugar fijo de visita al menos un vez al mes.",Positivo
@richi_0608 que tiempos broer??,Positivo
@cheloch1 mano nuestras caminatas hasta salir por minas):,Positivo
@macheeguzman extraño tanto ??,Positivo
@macheeguzman lloro lloro LLORO,Positivo
@isa.riva.99 @nataliamolina934,Neutro
Sótano de biblioteca central,Positivo
@marga_ltm,Neutro
????,Neutro
@trilan14 de todaaa,Positivo
"@christian_s.10 @javier.h98 @nicknickfy ni bien volvamos, go nexus",Positivo
Alguien más cree que los árboles están muy descuidados?,Negativo
Yo viendo que el sheriff tiene mejor celular que yo ????????,Neutro
Nunca en mi vida había extrañado tanto las bibliotecas.,Positivo
@blanca.arcaya lloro????,Positivo
@steflove18 está dificil uwu,Neutro
"Extraño todo, especialmente la biblioteca....",Positivo
Y los venados siguen guardados ?,Positivo
@esther.zagaceta espero que podamos volver a nuestro point??,Positivo
@justrominaa_12 sadddd uu,Positivo
Cualquiera porque nunca tuve la oportunidad de estudiar presencialmente en la u ??,Positivo
@duncan_lou06 por eso casi todos jalamos??,Negativo
@milagros.millones jajajajaja la ptmr duele pero es cierto ????,Negativo
@duncan_lou06 jajajajajaja yo pase todo mami,Positivo
@giancs09 mano el voley era todo,Positivo
@duncan_lou06  @milagros.millones  volveríamos a jugar voley??,Positivo
??,Neutro
La universidad más bonita ??,Positivo
??????,Neutro
Nostalgia al ver los jardines de la PUCP??,Positivo
"Nunca he estado, pero es mejor esperar a que todo lo del covid acabe para volver seguros",Positivo
Wow que xevere ver todas las cosas que no se usan pero si se pagan,Negativo
"esto duele :c Primero, quiero ir a Rotonda, luego a Sociales y tmb a Tinkuy :c",Positivo
"esto duele :c Primero, quiero ir a Rotonda, luego a Sociales y tmb a Tinkuy :c",Positivo
????,Positivo
@alex2509mo seguro en remodelación (aunque lo dudo) ??,Neutro
@alex2509mo ni hay facio,Neutro
@remylazaro_31.17 @paoloraeld10 @cristophercr18 @elwann4be y la PUCP Arena???,Neutro
La sala de Bloomberg! La Biblioteca central ! Amo mi PUCP ! ??,Positivo
@joseromanserna mano siento un dolorcito aqui en mi pecho :'(,Positivo
@andreuwayala oeee jugamos cartas,Neutro
@verroka_27,Neutro
Tio católica que opinas de los de la u de lima???,Positivo
@khertdpalermo ??????????,Neutro
@khertdpalermo ??????,Neutro
@khertdpalermo ??????,Positivo
@jahaira099 @fiorelaliza.p @maryori.llano @dan99_r @cris_mvelasquez  @joaquindiaaz ????????,Neutro
Que lindo!!! Quiero ir al Capu,Positivo
??,Positivo
@franklro95 Ya quiero verlo ??,Positivo
@aleoo05 Lo que te está esperando ??,Positivo
?????,Positivo
Los atardeceres y las mañanas en el ultimo piso de central escuchando los pajaritos mientras lees la lectura de tu control :(,Positivo
@nikkeisonia gogogogo,Positivo
"@nikkeisonia manos quiero llorar, ahí se ve Ramón ??????",Positivo
@antonio.vicente24 @diegoromero.28 @jose_franco_rod @fab.mendoza8  go Ramón,Positivo
@xihudi I'm crying,Positivo
"Volver?, nunca estuvimos :'v",Negativo
"Tomen foto a la cancha de fútbol, una lágrima ??",Positivo
"@amoretsonos la sala cuna y educa :((( siempre pasaba por ahí para ir a letras, era lindo ver a los chikis jugando ??",Positivo
@owlsome_lights,Neutro
@krisreyesg ??????,Neutro
@alexandra_jara  nuestros spots ??,Neutro
Te veo en 2023 uu,Positivo
@sebas_fake ya:(,Neutro
@vasquezindira oe tmr uu,Negativo
@jorgecampoloayza ??????,Neutro
@jimena_calle_15,Neutro
@enedelaguila la ultima foto el pastito de la discordia (los makis),Neutro
Cuando van a haber clases semi-presenciales??,Positivo
??,Neutro
te extraño ??,Positivo
@karenrodcam @sheythalia miren u.u,Neutro
@stefano.hm alaaaaaa ??????,Neutro
@valeale999 quema y dueleee ??,Positivo
?????? Los atardeceres en la universidad eran los más hermosos del mundo,Positivo
Jardines de Letras y mesitas de ajedrez ??,Positivo
Más agüita al pasto u.u,Negativo
@valeria_rmw palteas,Negativo
??????,Neutro
????????,Neutro
@melisadulanto31 ????,Positivo
@cueva.sandra26 @alvaroevl @cathcueva tan linda la PUCP ??,Positivo
"Coloquen fotos de lugares iconicos.. Cafeta de letras, rotondas de generales, tontodromo, biblioteca, etc etc... Gracias",Negativo
@shamira_her21 no conozco ninguno de esos lugares ????,Neutro
@shamira_her21 x2 pero se ve hermoso??,Positivo
@shamira_her21 Nos debemos una sesión en todos esos lugares????,Positivo
@brissette2003 @briyitt_gamboa @giadmq19 ????,Positivo
Lloro ??????????,Positivo
@nataliavalles13 la extraño:(((,Positivo
????,Neutro
@luci_mv19 pastitos ??,Neutro
